SITE,SITE_CODE,LATITUDE,LONGITUDE,COUNTRY,PROVINCE_DISTRICT,RFZ,BIOME,CONTEXT,TECHNIQUE,MATERIAL,SPECIES,LAB_ID,DATE,UNCERTAINTY,ARCH_PERIOD,ARCH_SUBPERIOD,SAMPLE_CONTEXT,SITE_TYPE,DELTA_13,REFCODE,NOTES
Byneskranskop 3,BNK3,-34.583,19.467,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,bone,Homo sapiens,TO-9531,"4820","90",LSA,,,rock shelter,,devilliers1982hbb,
Byneskranskop 1,BNK1,-34.583,19.467,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-1772 ,"6370","90",LSA,Wilton,,rock shelter,,schweitzer1982bql,
Byneskranskop 1,BNK1,-34.583,19.467,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-2347 ,"7750","90",LSA,Wilton,,rock shelter,,schweitzer1982bql,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,MARO,conventional 14C,eggshell,Struthio camelus,AA-5832,"8110","90",LSA,,,rock shelter,,parkington1992mss,Transitional
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,BURO,conventional 14C,,,Pta-5305,"8860","90",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,BSP2,conventional 14C,,,Pta-686,"9600","90",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,NEPT,conventional 14C,,,Pta-5306,"9640","90",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,CRAY,conventional 14C,,,Pta-2481,"10000","90",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,CS,conventional 14C,charcoal,,Pta-392 ,"10150","90",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPGGU,AMS,charcoal,,OxA-33816,"17930","90",LSA,Robberg,hearth,rock shelter,,pargeter2018bsa,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Farik,AMS,charcoal,,GifA-13004/SacA-31986,"18720","90",LSA,ELSA,,rock shelter,,tribolo2016cpd,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Frida,AMS,charcoal,,GifA-13006/SacA-31988,"18780","90",LSA,ELSA,,rock shelter,,tribolo2016cpd,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Fro,AMS,charcoal,,GifA-13007/SacA-31989,"19100","90",LSA,ELSA,,rock shelter,,tribolo2016cpd,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Fael,AMS,charcoal,,GifA-13003/SacA-31985,"19120","90",LSA,ELSA,,rock shelter,,tribolo2016cpd,
Die Kelders,DKD,-34.533,19.383,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,GX-1687,"1960","95",LSA,Ceramic LSA,,rock shelter,,schweitzer1979ekp,
Die Kelders,DKD,-34.533,19.383,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,GX-1686,"2020","95",LSA,Ceramic LSA,,rock shelter,,schweitzer1979ekp,
Bonteberg Shelter,BNT,-34.2,18.383,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,marine shell,,SR-166,"2050","95",LSA,,,rock shelter,,sheppard1971rrm,assoc. with pottery
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,BJFR (UCT 375),conventional 14C,bone,Homo sapiens,Pta-1829,"8000","95",LSA,,,rock shelter,,parkington1992mss,
Clanwilliam,CWM,-32.2,18.883,South Africa,Western Cape,W,Fynbos Biome,Human burialSAM 26,AMS,bone,Homo sapiens,OxA-458,"270","100",LSA,,,Human burial,,sealy1988ssc,
Die Kelders,DKD,-34.533,19.383,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,GX-1685,"1465","100",LSA,Ceramic LSA,,rock shelter,,schweitzer1970pre,
Clanwilliam,CWM,-32.2,18.883,South Africa,Western Cape,W,Fynbos Biome,Human burialSAM-AP-1449,AMS,bone,Homo sapiens,OxA-453,"2230","100",LSA,,,Human burial,,sealy1988ssc,
Verloren Vlei,VLV,-32.35,18.417,South Africa,Western Cape,W,Fynbos Biome,Human burial UCT 429,AMS,bone,Homo sapiens,OxA-455,"2400","100",,,,Human burial,,morris1992scs,
Die Kelders,DKD,-34.533,19.383,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,GaK-3878,"2620","100",LSA,Ceramic LSA,,rock shelter,,schweitzer1970pre,"Noted as less reliable, ""charcoal not collected in situ"""
Tortoise Cave,TTC,-32.341,18.399,South Africa,Western Cape,W,Fynbos Biome,Human burial UCT 433,AMS,bone,Homo sapiens,OxA-477,"4050","100",LSA,,,rock shelter,,morris1992scs,
Bonteberg Shelter,BNT,-34.2,18.383,South Africa,Western Cape,W,Fynbos Biome,,conventional 14C,marine shell,,SR-167,"4690","100",LSA,,,rock shelter,,sheppard1971rrm,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,URSU,conventional 14C,bone,Homo sapiens,Pta-3086,"9750","100",LSA,,,rock shelter,,parkington1992mss,Talus - human burial UCT 374
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,ASHE,conventional 14C,,,Pta-5361,"10560","100",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,DUST,conventional 14C,,,Pta-6758,"10620","100",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,SMOK,conventional 14C,,,Pta-5369,"10660","100",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,GBAN,conventional 14C,,,Pta-0737,"10700","100",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Faraoskop,FRS,-32.517,18.6,South Africa,Western Cape,W,Fynbos Biome,Layer 3 - CBA,conventional 14C,charcoal,,Pta-4816,"10810","100",LSA,,,rock shelter,,manhire1993ref,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,YGL,AMS,bone,,OxA-32607,"18450","100",LSA,Robberg,,rock shelter,,loftus2016rdb,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Fro,AMS,charcoal,,GifA-13008/SacA-31990,"19960","100",LSA,ELSA,,rock shelter,,tribolo2016cpd,
Klein Kliphuis,KKH,-33.167,18.9,South Africa,Western Cape,W,Fynbos Biome,Di5,conventional 14C,,,Wk-20241,"18664","103",LSA,,,rock shelter,,mackay2010pak,LSA
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,conventional 14C,charcoal,,Pta-1828,"12060","105",LSA,Robberg,hearth,rock shelter,,deacon1984lss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSBJ,conventional 14C,sediments,,UW-178,"10540","110",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,PBGB,conventional 14C,,,Pta-0732,"10640","110",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,GBS1,conventional 14C,,,Pta- 6756,"11370","110",LSA,Robberg,,rock shelter,,parkington1992mss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,CS,conventional 14C,charcoal,,UW-162 ,"11505","110",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,Atop GL bottom YGL,conventional 14C,eggshell,Struthio camelus,GrN-5884,"18660","110",LSA,Robberg,bead,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,YGL,AMS,bone,,OxA-32608,"19110","110",LSA,Robberg,,rock shelter,,loftus2016rdb,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,JOFR,conventional 14C,plant remains,,GaK-4339,"2950","115",LSA,Wilton,,rock shelter,,parkington1992mss,Estuarine grass bedding
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSC,conventional 14C,charcoal,,UW-216 ,"5830","115",LSA,Wilton,,rock shelter,,deacon1984lss,
Die Kelders,DKD,-34.533,19.383,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,GaK-3955,"1600","120",LSA,Ceramic LSA,,rock shelter,,schweitzer1970pre,
Faraoskop,FRS,-32.517,18.6,South Africa,Western Cape,W,Fynbos Biome,Layer 4 - ABS,conventional 14C,charcoal,,Pta-4817,"11550","120",LSA,Robberg,,rock shelter,,manhire1993ref,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,SOSE,conventional 14C,,,Pta- 6761,"13260","120",LSA,Robberg,,rock shelter,,parkington1992mss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,Rice A,conventional 14C,charcoal,,UW-222,"6070","125",LSA,Wilton,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-411,"10425","125",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,GWA/HCA,conventional 14C,eggshell,Struthio camelus,AA-6959,"17830","125",LSA,Robberg,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 1,conventional 14C,charcoal,,UW-412,"12480","130",LSA,Robberg,hearth,rock shelter,,deacon1984lss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,GBS2,conventional 14C,,,Pta- 6757,"13020","130",LSA,Robberg,,rock shelter,,parkington1992mss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-410 ,"9100","135",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Byneskranskop 1,BNK1,-34.583,19.467,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,UW-409 ,"6100","140",LSA,Wilton,,rock shelter,,schweitzer1982bql,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,"KAMA, Level 6 (bottom)",conventional 14C,charcoal,,UW-0192,"11070","140",LSA,Oakhurst,,rock shelter,,fairhall1976uwd,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,MOS1,conventional 14C,,,Pta- 4321,"13600","140",LSA,Robberg,,rock shelter,,parkington1992mss,
Aspoort Cave,AST,-32.5,19.519,South Africa,Western Cape,W,Succulent Karoo Biome,level 2,conventional 14C,charcoal,,Pta-2422,"6850","145",LSA,,,rock shelter,,parkington1987prr,Samples collected from diffuse charcoal frags throughout the deposits
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSC,conventional 14C,sediments,,UW-187 ,"5825","150",LSA,Wilton,,rock shelter,,deacon1984lss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSL,conventional 14C,charcoal,,UW-218,"10600","150",,,,rock shelter,,deacon1984lss,Not defined
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,UW-177,"11950","150",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSC,conventional 14C,charcoal,,UW-176 ,"6020","160",LSA,Wilton,,rock shelter,,deacon1984lss,
Aspoort Cave,AST,-32.5,19.519,South Africa,Western Cape,W,Succulent Karoo Biome,,conventional 14C,charcoal,,Pta-2250,"9420","160",LSA,,,rock shelter,,parkington1987prr,Samples collected from diffuse charcoal frags throughout the deposits
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,YMFD,AMS,bone,Homo sapiens,OxA-456,"9800","160",LSA,,,rock shelter,,parkington1992mss,
Faraoskop,FRS,-32.517,18.6,South Africa,Western Cape,W,Fynbos Biome,Layer 5 - DBS2,conventional 14C,charcoal,,Pta-4822,"16500","160",LSA,Robberg,,rock shelter,,manhire1993ref,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,marine shell,Patella sp. ,UW-184 ,"8570","170",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPM,conventional 14C,eggshell,Struthio camelus,AA-6956,"21310","170",LSA,ELSA,,rock shelter,,miller1999emh,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,ALBA,AMS,bone,Homo sapiens,OxA-478,"10860","180",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,SPIN,conventional 14C,charcoal,,Pta- 5308,"17800","180",LSA,Robberg,,rock shelter,,parkington1992mss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,GWA/HCA,conventional 14C,charcoal,,Pta-3283,"17830","180",LSA,Robberg,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,geological carbonate,,Pta-2298,"21070","180",LSA,ELSA,,rock shelter,,vogel2001rdm,Dripstone
Byneskranskop 1,BNK1,-34.583,19.467,South Africa,Western Cape,Y,Fynbos Biome,"19",conventional 14C,charcoal,,I-7948,"12730","185",LSA,Robberg,,rock shelter,,schweitzer1982bql,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPM,conventional 14C,eggshell,Struthio camelus,AA-6957,"21240","190",LSA,ELSA,,rock shelter,,miller1999emh,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,MSASPIT 8,conventional 14C,sediments,,UW-224,"17600","195",MSA,,,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,charcoal,,Pta-1810,"21220","195",LSA,ELSA,hearth,rock shelter,,deacon1983pfr,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,BSBJ,conventional 14C,charcoal,,Q-1085 ,"10256","210",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,Unit105,conventional 14C,charcoal,,Pta-2933 ,"5320","220",LSA,Wilton,,rock shelter,,inskeep1987nps,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,DS06,conventional 14C,charcoal,,Pta- 1597,"20180","220",LSA,ELSA,,rock shelter,,parkington1992mss,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,Rice B,conventional 14C,other,,UW-181 ,"8070","240",LSA,Oakhurst,,rock shelter,,deacon1984lss,"charcoal frags, shells sand mixed in"
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 4,conventional 14C,charcoal,,UW-301,"14200","240",LSA,Robberg,hearth,rock shelter,,fairhall1976uwd,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,YSL,conventional 14C,charcoal,,I-6516,"16700","240",LSA,Robberg,,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,OAKO,conventional 14C,charcoal,,Pta- 5304,"20500","240",LSA,ELSA,,rock shelter,,parkington1992mss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base),conventional 14C,charcoal,,Pta-2274,"32670","240",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,CL 3,conventional 14C,charcoal,,Pta-3899,"13220","250",LSA,Robberg,,rock shelter,,vogel2001rdm,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,charcoal,,I-6515,"11080","260",LSA,Oakhurst,,rock shelter,,deacon1984lss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,CRAY,conventional 14C,marine other,Jasus lalandii,Pta-2592,"9950","270",LSA,Oakhurst,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,DS02,conventional 14C,,,GaK  4338,"12450","280",LSA,Robberg,,rock shelter,,parkington1992mss,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-2268,"26670","280",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,MSASPIT 10,conventional 14C,sediments,,UW-290,"22400","340",MSA,Final MSA,,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base),conventional 14C,charcoal,,Pta-2220,"34670","350",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPJ,AMS,charcoal,,OxA-33818,"34270","360",MSA,Final MSA,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,AMS,charcoal,,OxA-33819,"34860","390",MSA,Final MSA,hearth,rock shelter,,pargeter2018bsa,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,LPC,conventional 14C,charcoal,,UW-300,"21110","420",LSA,ELSA,hearth,rock shelter,,fairhall1976uwd,Charcoal dust
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,Ibis,AMS,charcoal,,GifA-13009/SacA-31991,"33270","430",MSA,Final MSA,,rock shelter,,tribolo2016cpd,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,Atop GL bottom YGL,conventional 14C,sediments,,UW-175,"18100","550",LSA,Robberg,,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-2302,"31680","550",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Nelson Bay Cave,NBC,-34.101,23.378,South Africa,Western Cape,Y,Fynbos Biome,MSASPIT 10,conventional 14C,sediments,,UW-223,"24100","660",MSA,Final MSA,,rock shelter,,"fairhall1973mrd; fairhall1976uwd",
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,conventional 14C,charcoal,,UW-304,"32400","700",MSA,Final MSA,hearth,rock shelter,,deacon1983pfr,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BP (base,conventional 14C,charcoal,,Pta-2219,"33920","770",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,BPK,conventional 14C,eggshell,Struthio camelus,Beta-33543,"32890","990",MSA,Final MSA,,rock shelter,,miller1999emh,
Boomplaas,BMP,-33.383,22.183,South Africa,Western Cape,Y,Fynbos Biome,,conventional 14C,,,Pta-1811,"37400","1370",MSA,Final MSA,,rock shelter,,vogel2001rdm,
Klein Kliphuis,KKH,-33.167,18.9,South Africa,Western Cape,W,Fynbos Biome,D2 (Dvi),conventional 14C,charcoal,,Pta-4685,"32300","1400",,,,rock shelter,,vanrijssen1992hdk,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,NORT,conventional 14C,charcoal,,Pta-5311,"41700","1700",MSA,,,rock shelter,,parkington1992mss,
Elands Bay Cave,EBC,-32.317,18.318,South Africa,Western Cape,W,Fynbos Biome,DS11,conventional 14C,charcoal,,Pta-1596,"42800","1900",MSA,,,rock shelter,,parkington1992mss,
Bokvasmaak 3,BVK3,-28.471,20.113,South Africa,Northern Cape,S,Nama-Karoo Biome,Spit 3,conventional 14C,charcoal,,Pta-9513,"0","0",,,,open site,,parsons2008lsa,
Varsche Rivier 003,VR003,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,Hole III Layer I,AMS,plant remains,,UGAMS-11684,"220","20",LSA,Ceramic LSA,,rock shelter,-22,steele2016vrm,
AK2006/006,AK,-29.97,17.193,South Africa,Northern Cape,Y,Nama-Karoo Biome,J21 midden,AMS,charcoal,,UBA-9945,"649","20",,,,shell midden,-17.3,dewar2012hmr,
Kareedoringvlei 2001/012,KV012,-29.501,17.055,South Africa,Northern Cape,W,Succulent Karoo Biome,N26/M27 Area B,AMS,marine shell,,UGAMS-9707,"1380","20",,,,open site,1.5,orton2012han,
Varsche Rivier 003,VR003,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,Hole III Layer 8,AMS,Bone,,UGAMS-11685,"1410","20",LSA,,,rock shelter,-21.4,steele2016vrm,
Langklip 2001/004 (Rooiwal Hollow),LK004,-30.451,17.348,South Africa,Northern Cape,W,Succulent Karoo Biome,Area A H14,conventional 14C,marine shell,,Pta-8915,"2505","20",LSA,,,shell midden,-0.3,orton2005smn,
Buzz Shelter,BUZ,-31.524,18.6,South Africa,Western Cape,W,Succulent Karoo Biome,Layer4pit - N11SE L12,AMS,plant remains,,UGAMS-11683,"3890","20",LSA,,,rock shelter,-22,orton2012han,Grass
Reception Shelter,RCS,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,Y40 L7,AMS,wood,,OxA-22876,"622","21",LSA,Ceramic LSA,,rock shelter,-19.9,orton2012tbn,
Dreyer's Pan 2004/014,DP014,-29.6,17.049,South Africa,Northern Cape,W,Succulent Karoo Biome,M16 top,AMS,bone,,UBA-9943,"665","21",,,,,-17.4,dewar2012hmr,
Buzz Shelter,BUZ,-31.524,18.6,South Africa,Western Cape,W,Succulent Karoo Biome,Layer3base - N11 NW L7,AMS,plant remains,,OxA-22877,"324","22",,,,rock shelter,-27.8,orton2012han,"Grass; considered incorrect"
Sandkop 2005/057A,SK057A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,Y22 Hearth,AMS,charcoal,,OxA-22981,"400","22",LSA,,,shell midden,-21.3,orton2012han,
Langklip 2001/015,LK015,-30.361,17.293,South Africa,Northern Cape,W,Succulent Karoo Biome,Patch D ZA35,AMS,bone,Chersina�angulata,OxA-24560,"401","22",LSA,,,shell midden,-19.7,orton2012han,
Reception Shelter,RCS,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,Y40 L11,AMS,charcoal,,OxA-22982,"474","22",LSA,Ceramic LSA,,rock shelter,-22.9,orton2012tbn,Acacia karoo?
Mitchell's Bay 2005/027,MB027,-30.465,17.362,South Africa,Northern Cape,W,Succulent Karoo Biome,G13 Hearth 1,AMS,,,OxA-22978,"650","22",LSA,,,shell midden,-15.8,orton2012han,
Langklip 2004/011B,LK011B,-30.37,17.3,South Africa,Northern Cape,W,Succulent Karoo Biome,R27b,AMS,charcoal,,OxA-22980,"924","22",LSA,,,shell midden,-15.5,orton2012han,
Langklip 2001/013,LK013,-30.378,17.308,South Africa,Northern Cape,W,Succulent Karoo Biome,"Square unknown, top",AMS,bone,Chersina�angulata,UBA-9941,"1524","22",LSA,,,shell midden,-20.4,dewar2012hmr,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,X-11 P3,AMS,bone,Chersina�angulata,OxA-24517,"262","23",LSA,,,shell midden,-18,orton2012han,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,"H-5 midden, Patch 1B",AMS,bone,Chersina�angulata,OxA-24518,"321","23",LSA,,,shell midden,-18.9,orton2012tbn,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,O5 midden/SAM Patch 1A,AMS,bone,Chersina�angulata,OxA-24521,"354","23",LSA,,,shell midden,-19.3,orton2012tbn,
Koingnaas 2005/135B,KN135B,-30.085,17.248,South Africa,Northern Cape,W,Succulent Karoo Biome,D30Surface,AMS,bone,Chersina�angulata,OxA-22931,"368","23",LSA,,,shell midden,-17.5,orton2012han,
Reception Shelter,RCS,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,U47SWSpit 2,AMS,bone,Chersina�angulata,OxA-24514,"394","23",LSA,Ceramic LSA,,rock shelter,-20.9,orton2012han,
Reception Shelter,RCS,-31.526,18.601,South Africa,Western Cape,W,Succulent Karoo Biome,X40SW L6,AMS,bone,Chersina�angulata,OxA-24513,"589","23",LSA,Ceramic LSA,,rock shelter,-22.2,orton2012han,
Sandkop 2005/096A,SK096A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,G28Surface,AMS,bone,Chersina�angulata,OxA-22974,"611","23",LSA,,,shell midden,-18.2,orton2012han,
Sandkop 2005/096A,SK096A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,G28Surface,AMS,bone,Chersina�angulata,OxA-22975,"654","23",LSA,,,shell midden,-18.2,orton2012han,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,L ~Tort 3 Patch 1A,AMS,bone,Chersina�angulata,OxA-24519,"891","23",LSA,,,shell midden,-18.3,orton2012tbn,
Kareedoringvlei 2001/012,KV012,-29.501,17.055,South Africa,Northern Cape,W,Succulent Karoo Biome,G24Surface Area B,AMS,eggshell,Struthio camelus,OxA-22934,"1219","23",,,,open site,-7.3,orton2012han,
Koingnaas 2005/041,KN041,-30.235,17.25,South Africa,Northern Cape,W,Succulent Karoo Biome,H6 midden,AMS,charcoal,,OxA-22979,"1631","23",LSA,,,shell midden,-14.2,orton2013ecn,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,O5 Tortoise burial Patch 1A,AMS,bone,Chersina�angulata,OxA-24520,"339","24",LSA,,,shell midden,-17.9,orton2012tbn,
Koingnaas 2005/067,KN067,-30.24,17.251,South Africa,Northern Cape,W,Succulent Karoo Biome,R-10 Patch 1C,AMS,bone,Chersina�angulata,OxA-24522,"355","24",LSA,,,shell midden,-19.9,orton2012tbn,
